Archivo,SNR_dB,SegSNR_dB,RMSE,LSD_dB,Lag_muestras,Tamano_MB,Ratio_WAV_div
P2_128kbps.mp3,38.5960462841378,34.9527782277285,0.000574693828388552,2.07451426706036,1729,0.305764198303223,16.4772111272952
P2_320kbps.mp3,39.5707311898559,34.9606285288868,0.000513691391707905,1.57539482642828,1729,0.764349937438965,6.59140663697988
Audacity MP3,42.5103433098702,34.9949392148297,0.000366202818038978,2.00668553888435,577,0.317111015319824,15.8876261221298
