vocoder,GroupCount,mean_MSE,mean_SNR_dB,mean_SegSNR_dB,mean_LSD_dB,mean_PESQ,mean_STOI
CELP,5,0.000993533295426307,11.9678936897045,7.31151609698826,63.3449319006382,NaN,0.901563981207979
LP,5,0.0177418285609517,-0.509692376893528,-1.98163662490855,63.3449319006382,NaN,0.581304572891119
